CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Card Type,Point Earned
717,Germany,Male,35,7,58469.37,2,1,1,172459.39,2,GOLD,793
769,France,Female,39,8,0,1,0,1,21016,3,GOLD,828
745,Germany,Male,45,10,117231.63,3,1,1,122381.02,2,GOLD,291
572,Spain,Male,35,4,152390.26,1,1,0,128123.66,4,GOLD,951
629,Spain,Female,30,2,34013.63,1,1,0,19570.63,2,DIAMOND,952
687,Spain,Female,39,2,0,3,0,0,188150.6,2,GOLD,616
483,France,Female,50,9,0,2,1,1,111020.24,5,SILVER,706
690,France,Male,36,7,101583.11,2,1,0,123775.15,2,DIAMOND,423
492,Germany,Female,30,10,77168.87,2,0,1,146700.22,5,GOLD,552
709,Germany,Male,28,8,124695.72,2,1,0,145251.35,3,DIAMOND,665
705,Germany,Male,44,3,105934.96,1,1,0,82463.69,3,PLATINUM,351
560,France,Female,66,9,0,1,1,1,15928.49,3,DIAMOND,906
611,Spain,Male,46,6,0,2,1,0,45886.33,4,DIAMOND,406
730,Spain,Male,62,2,0,2,1,1,186489.95,4,GOLD,594
709,Spain,Female,45,2,0,2,0,1,162922.65,1,PLATINUM,815
544,France,Female,21,10,161525.96,2,1,0,9262.77,2,PLATINUM,458
712,Germany,Female,29,7,147199.07,1,1,1,84932.4,3,SILVER,886
752,Germany,Male,38,3,183102.29,1,1,1,71557.12,3,SILVER,833
648,Spain,Male,46,9,127209,2,1,0,77405.95,4,GOLD,932
556,Spain,Male,38,8,0,2,0,0,417.41,3,GOLD,632
594,Spain,Female,24,0,97378.54,1,1,1,71405.17,2,DIAMOND,431
645,Germany,Female,37,2,136925.09,2,0,1,153400.24,3,PLATINUM,739
557,France,Male,33,3,54503.55,1,1,1,371.05,5,SILVER,362
547,Germany,Male,32,8,155726.85,1,1,0,67789.99,2,SILVER,309
701,France,Female,39,9,0,2,0,1,145894.9,2,GOLD,513
616,France,Female,66,1,135842.41,1,1,0,183840.51,2,DIAMOND,302
605,France,Male,52,1,63349.75,1,1,0,108887.44,2,DIAMOND,437
593,Germany,Female,38,4,129499.42,1,1,1,154071.27,5,SILVER,337
751,Spain,Male,52,8,0,2,0,1,179291.85,5,SILVER,629
443,Spain,Male,36,6,70438.01,2,0,1,56937.43,4,GOLD,858
685,France,Male,23,8,0,2,1,1,112239.03,2,SILVER,543
718,France,Male,36,9,0,1,1,0,45909.87,1,DIAMOND,939
538,Spain,Female,49,9,141434.04,1,0,0,173779.25,5,GOLD,797
611,Spain,Female,37,4,0,2,1,0,125696.26,4,SILVER,629
668,Germany,Male,37,10,152958.29,2,1,1,159585.61,2,SILVER,743
537,Germany,Female,41,3,138306.34,1,1,0,106761.47,5,DIAMOND,767
709,Spain,Male,23,10,0,2,0,0,129590.18,2,SILVER,246
850,France,Male,38,1,0,2,1,1,80006.65,2,PLATINUM,480
745,Spain,Female,31,3,124328.84,1,1,1,140451.52,5,GOLD,924
693,Germany,Female,41,9,181461.48,3,1,1,187929.43,3,GOLD,430
795,Spain,Male,35,8,0,2,1,0,167155.36,2,DIAMOND,708
626,Spain,Male,26,8,0,2,0,0,191420.71,4,PLATINUM,701
487,Germany,Female,61,5,110368.03,1,0,0,11384.45,2,DIAMOND,982
556,France,Female,39,9,89588.35,1,1,1,94898.1,1,DIAMOND,827
643,France,Female,46,6,0,2,0,0,106781.59,4,DIAMOND,597
605,France,Female,28,6,0,2,0,0,159508.52,1,DIAMOND,468
756,Germany,Female,60,3,115924.89,1,1,0,93524.19,3,DIAMOND,523
586,France,Female,38,2,0,2,1,0,87168.46,2,SILVER,650
535,Germany,Male,40,7,111756.5,1,1,0,8128.32,2,GOLD,567
678,France,Female,35,4,0,1,1,0,125518.32,1,DIAMOND,749
596,France,Male,39,9,0,1,1,0,48963.59,3,PLATINUM,390
648,France,Male,26,9,162923.85,1,1,0,98368.24,5,GOLD,922
492,Germany,Male,39,10,124576.65,2,1,0,148584.61,5,GOLD,560
702,France,Male,45,0,80793.58,1,1,1,27474.81,2,DIAMOND,994
486,Germany,Female,40,9,71340.09,1,1,0,76192.21,4,PLATINUM,530
568,Germany,Male,40,1,99282.63,1,0,0,134600.94,2,SILVER,818
619,Germany,Male,57,3,137946.39,1,1,1,72467.99,5,PLATINUM,367
724,Germany,Male,41,2,127892.57,2,0,1,199645.45,4,DIAMOND,393
548,Germany,Female,33,0,101084.36,1,1,0,42749.85,5,DIAMOND,860
545,Germany,Female,37,8,114754.08,1,1,0,136050.44,5,GOLD,958
683,France,Male,33,8,0,1,0,0,73564.44,4,PLATINUM,576
762,France,Female,51,3,99286.98,1,0,1,85578.63,5,SILVER,887
627,Germany,Female,30,4,79871.02,2,1,0,129826.89,4,DIAMOND,396
516,France,Male,35,10,104088.59,2,0,0,119666,1,GOLD,565
800,France,Female,38,2,168190.33,2,1,0,68052.08,3,SILVER,874
464,Germany,Female,42,3,85679.25,1,1,1,164104.74,3,SILVER,665
626,France,Female,35,3,0,1,0,0,80190.36,5,SILVER,680
790,France,Female,31,9,0,2,1,0,84126.75,1,DIAMOND,319
534,France,Female,34,7,121551.58,2,1,1,70179,3,SILVER,351
745,France,Male,46,2,122220.19,1,1,1,118024.1,3,DIAMOND,781
553,Spain,Male,47,3,116528.15,1,0,0,145704.19,2,DIAMOND,918
748,France,Female,26,1,77780.29,1,0,1,183049.41,3,GOLD,340
722,France,Male,37,2,0,1,0,0,120906.83,4,GOLD,625
501,France,Male,40,4,125832.2,1,1,1,100433.83,3,DIAMOND,923
675,France,Female,38,6,68065.8,1,0,0,138777,5,PLATINUM,543
778,Spain,Female,47,6,127299.34,2,1,0,124694.99,2,GOLD,859
494,Germany,Female,38,7,174937.64,1,1,0,40084.32,5,GOLD,794
850,France,Male,40,9,0,2,0,1,119232.33,2,GOLD,241
592,Spain,Male,31,7,110071.1,1,0,0,43921.36,3,GOLD,702
590,Spain,Female,44,3,139432.37,1,1,0,62222.81,4,PLATINUM,816
758,France,Female,39,6,127357.76,1,0,1,56577,4,SILVER,404
506,France,Male,36,5,0,2,1,0,164253.35,4,GOLD,299
733,France,Male,33,3,0,1,1,1,7666.73,1,SILVER,855
711,France,Male,38,3,0,2,1,0,68487.51,4,DIAMOND,886
514,Germany,Male,43,1,95556.31,1,0,1,199273.98,4,GOLD,774
637,Spain,Male,37,8,0,1,1,1,186062.36,1,DIAMOND,699
468,Germany,Male,29,1,111681.98,2,1,1,195711.16,3,GOLD,977
539,France,Male,39,3,0,2,1,0,36692.17,1,SILVER,426
509,Spain,Female,25,3,108738.71,2,1,0,106920.57,3,DIAMOND,595
662,France,Female,32,4,133950.37,1,1,1,48725.68,1,DIAMOND,368
818,Spain,Male,26,4,0,2,1,1,167036.94,3,SILVER,261
608,France,Male,33,9,89968.69,1,1,0,68777.26,3,GOLD,614
850,Spain,Female,32,9,0,2,1,1,18924.92,4,DIAMOND,765
816,Germany,Female,38,5,130878.75,3,1,0,71905.77,4,GOLD,961
536,France,Male,35,8,0,2,1,0,64833.28,2,GOLD,345
753,France,Male,35,3,0,2,1,1,184843.77,1,GOLD,330
631,Spain,Male,27,10,134169.62,1,1,1,176730.02,5,PLATINUM,863
703,France,Male,37,1,149762.08,1,1,0,20629.4,3,DIAMOND,371
774,France,Male,26,2,93844.69,1,1,0,28415.36,1,DIAMOND,282
785,France,Male,28,8,0,2,1,0,77231.27,2,SILVER,937
571,France,Female,33,1,0,2,1,0,102750.7,2,GOLD,722
621,Germany,Male,46,6,141078.37,1,0,0,34580.8,2,SILVER,956
605,Germany,Female,31,1,117992.59,1,1,1,183598.77,2,SILVER,496
611,France,Female,40,8,100812.33,2,1,0,147358.27,2,DIAMOND,927
569,France,Male,38,7,0,1,1,1,108469.2,5,SILVER,550
658,France,Male,29,4,80262.6,1,1,1,20612.82,2,GOLD,420
788,Spain,Male,34,6,156478.62,1,0,1,181196.76,3,DIAMOND,760
525,France,Female,23,5,0,2,1,0,160249.1,1,PLATINUM,225
798,France,Male,37,8,0,3,0,0,110783.28,4,SILVER,860
486,Germany,Male,37,9,115217.99,2,1,0,144995.33,1,GOLD,882
615,Spain,Male,61,9,0,2,1,0,150227.85,4,DIAMOND,683
730,France,Female,35,0,155470.55,1,1,1,53718.28,4,GOLD,500
641,France,Male,37,7,0,2,1,0,75248.3,2,PLATINUM,516
542,France,Male,39,3,135096.77,1,1,1,14353.43,2,PLATINUM,328
692,France,Male,30,2,0,2,0,1,130486.57,4,DIAMOND,751
714,Germany,Female,55,9,180075.22,1,1,1,100127.71,1,GOLD,652
591,Spain,Male,29,1,97541.24,1,1,1,196356.17,2,PLATINUM,850
710,France,Female,41,2,156067.05,1,1,1,9983.88,4,DIAMOND,678
639,France,Female,38,4,81550.94,2,0,1,118974.77,4,GOLD,860
531,France,Female,47,6,0,1,0,0,194998.34,2,SILVER,510
673,France,Female,38,2,170061.92,2,0,0,134901.34,5,PLATINUM,954
765,Germany,Male,36,8,92310.54,2,1,1,72924.56,3,DIAMOND,547
622,France,Female,32,6,169089.38,2,1,0,101057.95,5,SILVER,238
806,France,Male,40,5,80613.93,1,1,1,142838.64,1,SILVER,314
757,Germany,Male,26,8,121581.56,2,1,1,127059.04,5,SILVER,595
570,France,Female,58,8,0,1,0,1,116503.92,2,DIAMOND,257
555,Spain,Male,32,4,0,2,1,1,54405.79,4,DIAMOND,850
692,France,Male,54,5,0,2,1,1,88721.84,3,PLATINUM,552
774,France,Male,60,5,85891.55,1,1,0,74135.48,5,GOLD,540
638,Spain,Male,44,9,77637.35,2,1,1,111346.22,4,SILVER,343
543,Spain,Female,41,4,0,1,0,0,194902.16,5,PLATINUM,331
584,France,Male,31,5,0,2,1,0,31474.27,2,PLATINUM,568
691,Germany,Male,30,7,116927.89,1,1,0,21198.39,1,DIAMOND,813
684,Germany,Female,40,6,137326.65,1,1,0,186976.6,1,PLATINUM,530
733,France,Male,22,5,0,2,1,1,117202.19,3,DIAMOND,279
599,Spain,Female,37,2,0,2,1,1,143739.29,4,GOLD,516
524,Germany,Female,31,10,67238.98,2,1,1,161811.23,5,GOLD,685
632,Germany,Female,38,6,86569.76,2,1,0,98090.91,5,SILVER,435
735,Spain,Male,34,5,0,2,0,0,71095.41,1,PLATINUM,898
734,France,Male,34,6,133598.4,1,1,1,13107.24,4,DIAMOND,693
605,France,Female,51,3,136188.78,1,1,1,67110.59,1,PLATINUM,683
793,Spain,Male,38,9,0,2,1,0,88225.02,1,SILVER,690
468,France,Female,56,10,0,3,0,1,62256.87,3,PLATINUM,547
779,Germany,Male,37,7,120092.52,2,1,0,135925.72,1,GOLD,466
698,France,Male,48,4,101238.24,2,0,1,177815.87,1,GOLD,342
707,France,Male,58,6,89685.92,1,0,1,126471.13,2,GOLD,230
850,France,Female,35,1,211774.31,1,1,0,188574.12,2,PLATINUM,757
850,France,Male,56,7,131317.48,1,1,1,119175.45,3,SILVER,657
527,Spain,Male,37,5,93722.73,2,1,1,139093.73,3,PLATINUM,453
696,Germany,Male,32,8,101160.99,1,1,1,115916.55,4,DIAMOND,694
661,France,Male,48,3,120320.54,1,0,0,96463.25,5,PLATINUM,727
776,France,Female,31,2,0,2,1,1,112349.51,3,DIAMOND,304
701,France,Male,43,2,0,2,1,1,165303.79,2,SILVER,633
610,France,Male,26,8,0,2,1,0,166031.08,2,SILVER,989
572,Germany,Female,48,3,152827.99,1,1,0,38411.79,5,GOLD,352
673,France,Male,30,1,64097.75,1,1,1,77783.35,5,DIAMOND,936
519,Spain,Female,57,2,119035.35,2,1,1,29871.79,3,SILVER,689
702,Spain,Female,26,4,135219.57,1,0,1,59747.63,4,DIAMOND,267
729,France,Male,32,6,93694.42,1,1,1,79919.13,2,GOLD,613
543,Spain,Male,35,10,59408.63,1,1,0,76773.53,4,GOLD,480
550,France,Female,40,7,114354.95,1,1,0,54018.93,1,GOLD,951
608,France,Male,59,1,0,1,1,0,70649.64,4,DIAMOND,585
639,Germany,Male,35,10,128173.9,2,1,0,59093.39,3,PLATINUM,452
686,Spain,Male,34,9,0,2,1,0,127569.8,3,SILVER,358
564,Germany,Female,62,5,114931.35,3,0,1,18260.98,3,GOLD,771
745,Germany,Female,28,1,111071.36,1,1,0,73275.96,1,PLATINUM,238
833,France,Male,37,8,151226.18,2,1,1,136129.49,3,DIAMOND,633
622,France,Male,26,9,0,2,1,1,153237.59,3,PLATINUM,344
597,France,Female,42,4,64740.12,1,1,1,106841.12,5,SILVER,244
721,Spain,Male,51,0,169312.13,1,1,0,109078.35,2,PLATINUM,405
504,France,Female,49,7,0,3,0,1,87822.14,5,SILVER,408
842,Spain,Female,44,2,112652.08,2,1,0,126644.98,5,DIAMOND,939
587,France,Male,38,0,0,2,1,0,47414.15,3,DIAMOND,701
479,Germany,Female,30,7,143964.36,2,1,0,41879.99,4,SILVER,503
508,France,Male,49,7,122451.46,2,1,1,75808.1,3,GOLD,881
749,France,Male,24,1,0,3,1,1,47911.03,3,GOLD,758
721,Germany,Female,36,3,65253.07,2,1,0,28737.78,5,SILVER,751
674,Germany,Male,47,6,106901.94,1,1,1,2079.2,4,GOLD,363
685,Spain,Female,25,10,128509.63,1,1,0,121562.33,3,DIAMOND,560
417,France,Male,34,7,0,2,1,0,55003.79,4,SILVER,969
574,Germany,Male,33,3,129834.67,1,1,0,193131.42,5,SILVER,470
590,Spain,Female,51,3,154962.99,3,0,1,191932.27,1,SILVER,759
587,Germany,Male,40,5,138241.9,2,1,0,159418.1,5,SILVER,403
598,Germany,Male,41,3,91536.93,1,1,0,191468.78,1,SILVER,980
741,Spain,Male,53,3,0,2,1,1,38913.68,3,GOLD,245
850,Spain,Female,70,5,0,1,1,1,705.18,1,DIAMOND,283
584,Germany,Female,29,7,105204.01,1,0,1,138490.03,2,DIAMOND,453
650,Spain,Male,61,1,152968.73,1,0,1,82970.69,5,DIAMOND,683
607,Spain,Male,36,8,158261.68,1,1,1,76744.72,5,GOLD,863
509,France,Female,46,1,0,1,1,0,71244.59,2,DIAMOND,264
689,Spain,Female,38,6,121021.05,1,1,1,12182.15,3,SILVER,946
543,France,Male,36,4,0,2,1,1,141210.5,1,GOLD,354
438,Spain,Female,54,2,0,1,0,0,191763.07,3,SILVER,281
687,Spain,Female,63,1,137715.66,1,1,1,37938.74,1,PLATINUM,938
737,Germany,Male,31,5,121192.22,2,1,1,74890.58,2,PLATINUM,815
761,France,Male,31,7,0,3,1,1,166698.18,5,GOLD,753
601,France,Male,44,1,100486.18,2,1,1,62678.53,1,GOLD,650
651,France,Male,45,1,0,1,1,0,67740.08,3,SILVER,629
745,France,Male,35,9,92566.53,2,1,0,161519.77,4,SILVER,742
648,Spain,Female,49,10,0,2,1,1,159835.78,2,GOLD,314
848,Spain,Male,40,3,110929.96,1,1,1,30876.84,3,GOLD,844
546,France,Female,27,8,0,2,1,1,14858.1,2,SILVER,776
439,Spain,Female,32,3,138901.61,1,1,0,75685.97,4,DIAMOND,913
755,France,Male,30,4,123217.66,2,0,1,144183.1,3,GOLD,786
593,France,Female,41,6,0,1,1,0,65170.66,1,SILVER,939
701,France,Male,39,2,0,2,1,1,82526.92,4,DIAMOND,812
701,Spain,Male,36,8,0,2,1,0,169161.46,2,DIAMOND,689
607,Spain,Female,33,2,108431.87,2,0,1,109291.39,5,PLATINUM,647
586,Spain,Female,57,3,0,2,0,1,6057.81,4,PLATINUM,839
547,Germany,Female,30,9,72392.41,1,1,0,77077.14,3,PLATINUM,807
647,Germany,Female,51,1,119741.77,2,0,0,54954.51,3,SILVER,847
760,France,Female,51,2,100946.71,1,0,0,179614.8,4,DIAMOND,550
621,Spain,Male,53,9,170491.84,1,1,0,35588.07,3,PLATINUM,777
725,France,Male,44,5,0,1,1,1,117356.14,4,SILVER,865
526,France,Male,36,1,0,1,1,0,160696.72,1,PLATINUM,425
519,Spain,Female,47,6,157296.02,2,0,0,147278.43,1,PLATINUM,934
713,Germany,Female,38,7,144606.22,1,1,1,56594.36,1,SILVER,656
700,France,Male,38,8,134811.3,1,1,0,1299.75,1,DIAMOND,903
666,France,Female,34,9,115897.12,1,1,1,25095.03,1,SILVER,427
630,Spain,Male,32,4,82034,1,0,0,146326.45,5,GOLD,708
779,Spain,Female,26,4,174318.13,2,0,1,38296.21,2,PLATINUM,625
611,Germany,Female,41,2,114206.84,1,1,0,164061.6,1,DIAMOND,645
685,Spain,Male,43,9,0,2,1,0,107811.28,4,SILVER,808
646,Germany,Male,39,9,111574.41,1,1,1,30838.51,2,PLATINUM,525
683,Germany,Female,57,5,162448.69,1,0,0,9221.78,5,SILVER,746
484,Germany,Female,34,4,148249.54,1,0,1,33738.27,3,DIAMOND,774
601,France,Female,43,8,0,3,0,1,110916.15,4,SILVER,343
762,Spain,Female,26,7,123709.46,2,1,1,169654.57,4,PLATINUM,669
687,France,Female,72,9,0,1,0,1,69829.4,5,GOLD,258
566,France,Male,30,5,0,1,1,0,54926.51,4,DIAMOND,817
702,France,Male,37,10,150525.8,1,1,1,94728.49,4,DIAMOND,541
601,France,Male,29,9,0,1,1,1,80393.27,5,GOLD,418
699,France,Male,53,4,0,2,0,1,111307.98,1,PLATINUM,513
584,France,Male,28,10,0,2,1,0,19834.32,3,GOLD,706
699,France,Male,35,5,0,2,1,1,78397.24,2,SILVER,915
698,Germany,Female,51,2,111018.98,1,1,0,86410.28,4,DIAMOND,751
495,France,Male,30,10,129755.99,1,0,0,172749.65,2,DIAMOND,753
650,France,Female,27,6,0,2,1,0,1002.39,1,PLATINUM,789
605,France,Female,64,2,129555.7,1,1,1,13601.79,1,SILVER,380
667,Spain,Male,38,1,87202.38,1,1,1,77866.91,5,PLATINUM,955
688,Germany,Male,26,8,146133.39,1,1,1,175296.76,4,PLATINUM,866
727,Spain,Female,31,0,0,1,1,0,121751.04,2,SILVER,274
754,Spain,Male,39,6,170184.99,2,1,0,89593.26,2,DIAMOND,380
612,Germany,Female,62,8,140745.33,1,1,0,193437.89,5,GOLD,455
546,Spain,Male,42,7,139070.51,1,1,1,86945,3,DIAMOND,451
673,Spain,Female,37,8,0,2,1,1,183318.79,1,SILVER,603
593,France,Male,35,9,114193.24,1,1,0,71154.1,5,DIAMOND,660
656,Spain,Female,40,10,167878.5,1,0,1,151887.16,5,PLATINUM,806
535,Germany,Female,53,5,141616.55,2,1,1,75888.65,1,PLATINUM,577
678,Germany,Male,36,3,145747.67,2,0,1,89566.74,1,SILVER,824
477,Spain,Female,48,2,129120.64,1,0,1,26475.79,3,GOLD,238
850,Spain,Male,35,7,110349.82,1,0,0,126355.8,2,PLATINUM,445
427,France,Male,29,1,141325.56,1,1,1,93839.3,5,GOLD,589
752,France,Male,49,2,78653.84,1,1,0,7698.6,2,SILVER,989
649,France,Male,47,1,0,2,1,1,145593.85,4,GOLD,908
799,Spain,Female,28,3,142253.65,1,1,0,45042.56,1,SILVER,395
589,France,Female,61,1,0,1,1,0,61108.56,4,SILVER,923
583,Germany,Female,54,6,115988.86,1,1,0,57553.98,5,DIAMOND,878
839,Spain,Female,33,10,75592.43,1,1,0,62674.42,3,PLATINUM,497
540,Germany,Male,44,3,164113.04,2,1,1,12120.79,5,SILVER,778
850,France,Male,31,6,67996.23,2,0,0,50129.87,3,DIAMOND,895
696,Spain,Female,51,5,0,2,1,0,55022.43,4,SILVER,509
660,Spain,Female,33,1,0,2,0,0,117834.91,1,PLATINUM,485
682,France,Male,48,1,138778.15,1,0,1,168840.23,5,SILVER,229
744,France,Female,43,10,147832.15,1,0,1,24234.11,3,SILVER,982
785,France,Female,36,4,135438.4,1,0,0,190627.01,4,SILVER,834
752,Spain,Male,48,5,116060.08,1,1,0,156618.38,5,PLATINUM,265
706,France,Female,29,5,112564.62,1,1,0,42334.38,5,PLATINUM,819
583,France,Female,27,1,125406.58,1,1,1,110784.42,1,PLATINUM,992
660,Germany,Female,39,5,135134.99,1,1,0,173683,1,DIAMOND,816
819,France,Female,39,9,133102.92,1,1,0,27046.46,2,SILVER,444
673,France,Female,34,8,42157.08,1,1,0,20598.59,2,SILVER,611
752,France,Female,30,3,0,2,1,1,104991.28,4,SILVER,974
578,France,Male,38,7,82259.29,1,1,0,8996.97,1,DIAMOND,325
438,France,Female,36,4,0,2,1,0,64420.5,3,SILVER,660
652,France,Male,38,6,0,2,1,1,145700.22,2,PLATINUM,691
629,France,Female,49,4,0,2,1,1,196335.48,5,PLATINUM,921
720,France,Male,52,7,0,1,1,1,14781.12,1,GOLD,678
668,France,Male,42,3,150461.07,1,1,0,108139.23,1,DIAMOND,335
459,Germany,Male,48,4,133994.52,1,1,1,19287.06,5,DIAMOND,661
729,Spain,Male,31,8,164870.81,2,1,1,9567.39,4,PLATINUM,249
498,Germany,Male,25,8,121702.73,1,1,1,132210.49,4,DIAMOND,793
549,Spain,Male,25,6,193858.2,1,0,1,21600.11,3,PLATINUM,737
601,Germany,Female,54,1,131039.97,2,1,1,199661.5,1,DIAMOND,929
544,France,Male,64,9,113829.45,1,1,1,124341.49,3,GOLD,562
751,France,Female,30,6,0,2,1,0,15766.1,2,DIAMOND,633
632,Germany,Female,41,3,81877.38,1,1,1,33642.21,3,SILVER,532
694,Spain,Male,57,8,116326.07,1,1,1,117704.65,2,SILVER,988
678,France,Male,31,2,0,2,1,1,58803.28,1,DIAMOND,888
695,France,Male,46,4,0,2,1,1,137537.22,2,PLATINUM,499
661,France,Female,41,1,0,2,0,1,131300.68,1,PLATINUM,671
661,France,Male,33,9,0,2,1,1,84174.81,2,DIAMOND,873
559,France,Female,31,3,127070.73,1,0,1,160941.78,2,PLATINUM,665
503,France,Male,29,3,0,2,1,1,143954.99,1,DIAMOND,927
695,Spain,Male,46,3,122549.64,1,1,1,56297.85,3,SILVER,520
640,France,Female,42,5,176099.13,1,1,1,8404.73,5,PLATINUM,380
624,Germany,Female,48,3,122388.38,2,0,0,30020.09,2,PLATINUM,300
667,France,Male,42,9,0,2,0,1,58137.42,3,GOLD,300
642,France,Male,26,0,0,1,0,0,47472.68,5,SILVER,616
640,Spain,Female,32,6,118879.35,2,1,1,19131.71,2,PLATINUM,869
529,Spain,Male,35,5,0,2,1,1,187288.5,2,PLATINUM,395
563,France,Female,39,5,0,2,1,1,17603.81,1,SILVER,336
593,Spain,Female,38,4,88736.44,2,1,0,67020.03,5,PLATINUM,910
739,Germany,Male,45,7,102703.62,1,0,1,147802.94,3,SILVER,827
788,Spain,Female,70,1,0,2,1,1,41610.62,3,DIAMOND,844
684,Spain,Female,38,3,0,2,1,0,44255.65,4,SILVER,866
482,France,Male,55,5,97318.25,1,0,1,78416.14,5,GOLD,408
591,Spain,Male,58,5,128468.69,1,0,1,137254.55,2,GOLD,515
651,Germany,Female,41,4,133432.59,1,0,1,151303.48,3,SILVER,807
749,Germany,Female,40,8,141782.57,2,0,0,86333.63,3,DIAMOND,678
583,France,Male,24,9,135125.28,1,0,0,89801.9,5,SILVER,304
661,Spain,Male,42,2,178820.91,1,0,0,29358.57,1,PLATINUM,426
715,France,Female,31,2,112212.14,2,1,1,181600.72,5,PLATINUM,641
769,Germany,Female,45,5,126674.81,1,1,0,124118.71,5,DIAMOND,592
625,France,Female,51,7,136294.97,1,1,0,38867.46,1,PLATINUM,833
641,France,Female,36,5,66392.64,1,1,0,31106.67,1,SILVER,224
716,Germany,Male,27,1,122552.34,2,1,0,67611.36,5,GOLD,475
767,France,Male,43,1,76408.85,2,1,0,77837.63,2,PLATINUM,307
745,Germany,Male,36,8,145071.24,1,0,0,6078.46,5,PLATINUM,766
589,France,Male,34,6,0,2,1,1,177896.92,1,SILVER,261
796,France,Female,45,2,109730.22,1,1,1,123882.73,2,DIAMOND,267
664,France,Male,57,6,0,2,1,1,15304.08,5,SILVER,564
445,Spain,Male,62,1,64119.38,1,1,1,76569.64,5,PLATINUM,561
543,Germany,Female,57,1,106138.33,2,1,1,120657.32,5,GOLD,677
746,Spain,Male,36,2,0,2,1,1,16436.56,5,DIAMOND,718
742,Germany,Male,33,0,181656.51,1,1,1,107667.91,1,SILVER,288
750,France,Female,32,5,0,2,1,0,95611.47,1,SILVER,872
669,France,Male,30,7,95128.86,1,0,0,19799.26,4,PLATINUM,463
594,Spain,Female,49,2,126615.94,2,0,1,123214.74,3,DIAMOND,650
574,Spain,Male,36,1,0,2,0,1,71709.12,2,DIAMOND,980
659,Germany,Male,36,2,76190.48,2,1,1,149066.14,1,PLATINUM,374
750,Germany,Male,40,5,168286.81,3,1,0,20451.99,4,GOLD,523
626,Germany,Male,35,4,88109.81,1,1,1,32825.5,5,SILVER,279
620,France,Male,42,4,0,2,1,0,6232.31,5,GOLD,402
580,France,Female,35,8,0,2,0,1,10357.03,3,GOLD,717
686,France,Female,34,3,123971.51,2,1,0,147794.63,5,PLATINUM,410
540,France,Male,48,0,148116.48,1,0,0,116973.48,3,GOLD,274
634,Germany,Male,35,6,116269.01,1,1,0,129964.94,1,SILVER,989
632,Spain,Male,38,1,120599.21,1,1,0,92816.86,3,DIAMOND,666
501,France,Female,41,3,144260.5,1,1,0,172114.67,5,DIAMOND,518
650,Spain,Female,25,3,86605.5,3,1,0,16649.31,2,GOLD,653
786,France,Male,34,9,0,2,1,0,144517.19,1,GOLD,723
554,Germany,Female,37,4,58629.97,1,0,0,182038.6,2,DIAMOND,606
701,Spain,Female,42,5,0,2,0,0,24210.56,1,GOLD,282
474,France,Male,45,10,0,2,0,0,172175.9,4,PLATINUM,792
621,France,Female,43,5,0,1,1,1,47578.45,1,SILVER,777
672,Spain,Female,56,2,209767.31,2,1,1,150694.42,5,PLATINUM,742
459,Spain,Female,42,6,129634.25,2,1,1,177683.02,3,PLATINUM,326
669,France,Male,23,1,0,2,0,0,66088.83,1,GOLD,250
776,France,Female,38,2,169824.46,1,1,0,169291.7,5,SILVER,844
694,France,Male,36,3,97530.25,1,1,1,117140.41,5,SILVER,522
787,France,Female,42,10,145988.65,2,1,1,79510.37,4,DIAMOND,396
580,France,Male,37,9,0,2,0,1,77108.66,1,DIAMOND,537
711,France,Female,25,7,0,3,1,1,9679.28,3,PLATINUM,865
673,France,Female,40,5,137494.28,1,1,0,81753.92,1,SILVER,748
499,France,Female,57,1,0,1,0,0,131372.38,3,GOLD,251
591,France,Male,24,6,147360,1,1,1,25310.82,3,SILVER,602
769,France,Female,25,10,0,2,0,0,187925.75,3,DIAMOND,865
657,Spain,Male,31,3,125167.02,1,0,0,98820.39,2,SILVER,225
738,Germany,Male,43,9,121152.05,2,1,0,64166.7,5,DIAMOND,912
545,Germany,Female,60,7,128981.07,1,0,1,176924.21,5,GOLD,907
497,France,Male,47,6,0,1,1,1,90055.08,5,SILVER,592
816,Spain,Male,67,6,151858.98,1,1,1,72814.31,5,GOLD,459
525,France,Male,36,2,114628.4,1,0,1,168290.06,1,SILVER,969
725,France,Male,46,6,0,2,1,0,161767.38,2,GOLD,393
692,France,Female,28,8,95059.02,2,1,0,44420.18,1,GOLD,588
618,France,Female,24,7,128736.39,1,0,1,37147.61,2,DIAMOND,517
546,France,Male,24,8,156325.38,1,1,1,125381.02,2,DIAMOND,494
635,France,Male,29,7,105405.97,1,1,1,149853.89,2,PLATINUM,274
611,France,Female,49,2,88915.37,3,0,0,161435.02,1,PLATINUM,561
650,France,Male,60,8,0,2,1,1,102925.76,3,GOLD,256
606,France,Male,40,5,0,2,1,1,70899.27,2,DIAMOND,664
844,France,Male,18,2,160980.03,1,0,0,145936.28,5,DIAMOND,821
450,Spain,Female,46,5,177619.71,1,1,0,54227.06,1,GOLD,238
727,Spain,Male,38,2,62276.99,1,1,1,59280.79,4,DIAMOND,757
460,Germany,Male,46,4,127559.97,2,1,1,126952.5,5,SILVER,287
649,France,Male,41,0,0,2,0,1,130567.02,4,GOLD,547
